geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC
BT_0169	fig|226186.12.peg.166	AAO75276	endonuclease/exonuclease/phosphatase family precursor (38.1 kD) (5F605)	11426.424	15871.947	10971.565	2425	1959	2224	57	168	96	2057.295	1977.725	2486.896	311	269	48	139	119	58
BT_0170	fig|226186.12.peg.167	AAO75277	hypothetical protein	12489.804	20664.3	9691.593	12369	7771	5308	0	25	6	5071.705	2090.275	3033.151	29	15	10	26	53	9
BT_0171	fig|226186.12.peg.168	AAO75278	hypothetical protein	55	132	74	7	3	1	0	0	12	9	8	5	203	62	10	6	23	29
BT_0172	fig|226186.12.peg.169	AAO75279	hypothetical protein	154	211	123	42	51	56	0	3	45	55	50	39	18	0	12	38	21	30
BT_0173	fig|226186.12.peg.170	AAO75280	no significant homology.	39571.845	47729.085	33795.519	4822.235	4734.353	5585.881	875	1009	807.023	3864.117	4763.22	4411.673	2125.204	418	428.996	533.208	1004	1113.198
BT_0174	fig|226186.12.peg.171	AAO75281	NifU-related domain containing protein	28137.117	32654.166	27368.537	3001.765	3288.647	3574.119	422	287	390.977	2390.883	3797.78	2947.327	538.796	229	282.004	106.792	294	269.802
BT_0175		AAO75282		450	672	425	182	61	127	0	12	13	1277	968	995	21	11	20	24	14	1
BT_0176	fig|226186.12.peg.173	AAO75283	hypothetical protein	5454.057	5518	5068.147	906	582	603	13	38	30	1648.566	1691	1390.969	420	139	281	363	226	185
BT_0177	fig|226186.12.peg.174	AAO75284	hypothetical protein	18373.982	19308.743	19305.321	6082.562	6166.209	4933	496	703	781	4587.034	6161.24	6141.804	69253.571	15302	12092	3490.976	10181	5510.949
BT_0178	fig|226186.12.peg.175	AAO75285	hypothetical protein	3101.48	3235.881	2829.124	2337.601	2790.926	2457	102	81	65	1742.855	2404.286	2334.962	1825.393	1114.317	836.729	180.024	272	146.051
BT_0179	fig|226186.12.peg.176	AAO75286	tmRNA-binding protein SmpB	2714.976	2799.842	2650.381	2394.838	2177.074	2124	23	45	14	1552.052	2137.457	2247.586	548.483	350.683	283.271	127	83	12
BT_0180	fig|226186.12.peg.177	AAO75287	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	24856.476	27322.634	25940.271	29521.438	23022.378	32055.278	1525	1487	1080	33149.218	35236.61	31322.201	4031.552	2089	1973	1257	2785	1646
BT_0181	fig|226186.12.peg.178	AAO75288	putative NADH dehydrogenase/NAD(P)H nitroreductase	1330	1255.553	1259.365	735.562	550.622	888.962	29	23	22	456.578	619.84	636.063	113.001	52	21	11	24	0
BT_0182	fig|226186.12.peg.179	AAO75289	Sodium/proline symporter	3947	4150.559	3466.071	381	349	414	58	81	117	554	538	505	178	25	33	147	61	11
BT_0183	fig|226186.12.peg.180	AAO75290	Transglycosylase	5942.558	5582.683	4675.002	13152.056	8959.171	10648	3543	3301	2664.995	6323.711	4248.279	3764.257	4398	2857	1871	2671	3194	1186
BT_0184	fig|226186.12.peg.181	AAO75291	Uridine kinase (EC 2.7.1.48)	2943.442	2884.325	3180.073	6033.944	4910.829	4323.002	481	407	328.005	2213.67	2106.721	2373.027	3126	944	822	47	188	170
BT_0185	fig|226186.12.peg.182	AAO75292	Stress responsive alpha-beta barrel domain protein Dabb	3406.8	5232.298	3388.317	1867.38	1139.797	2387	158	152	154	1192.257	933.929	934.565	231.713	89	55	205	226	65
BT_0186	fig|226186.12.peg.184	AAO75293	"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)"	28113.092	32733.491	24824.931	34424.62	28683.203	42691.802	3277	3715	3770	55328.272	56626.176	54317.317	5474.08	1666	1380	2256	1845	1825
BT_0187	fig|226186.12.peg.185	AAO75294	Pirin	6201	8927.026	5469.907	7274	5855	7047	644	752	736	13188.927	11182.129	13037.791	546	208	177	382	798	455
BT_0188	fig|226186.12.peg.186	AAO75295	RNA polymerase ECF-type sigma factor	6888.595	7568.097	5665.462	3706	2696	3685	88	190	151	3844.02	2582.601	2721	268	139	179.925	295	694	230
BT_0189	fig|226186.12.peg.187	AAO75296	hypothetical protein	564.689	493.903	424	60	70	49	84	110	79	81	61	89	526	291	198.075	207	231	254
BT_0190	fig|226186.12.peg.188	AAO75297	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	558	558.541	562	65	53	64	122	106	27	99	115	87	540	204	203	165	101	237
BT_0191	fig|226186.12.peg.189	AAO75298	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	144	107.459	128.65	29	22	33	43	16	0	30	44	41	50	70	35	57	24	33
BT_0192	fig|226186.12.peg.190	AAO75299	Cell surface protein	251	271	247.35	409	222	281	96	130	51	809	738.04	645.837	390	175	134	151	101	51
BT_0193	fig|226186.12.peg.191	AAO75300	hypothetical protein	89	81	94	44	66	49	0	26	12	42	84.96	83.163	39	15	13	42	27	0
BT_0194	fig|226186.12.peg.192	AAO75301	hypothetical protein	60	115.074	75	47	72	34	18	3	0	63.077	55	68	9	2	0	3	18	0
BT_0195	fig|226186.12.peg.193	AAO75302	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	146	159.926	148	126	102	132	384	371	337	135.923	128	131	1064	470	374	313	339	292
BT_0196	fig|226186.12.peg.194	AAO75303	Uncharacterized MFS-type transporter	34	30	18	8	11	6	0	4	44	20	10	11	20	0	7	12	20	4
BT_0197	fig|226186.12.peg.195	AAO75304	hypothetical protein	1365	1590.127	1418	320	237	223	14	4	17	316	238	286	211	34	53	31	26	22
BT_0198	fig|226186.12.peg.196	AAO75305	hypothetical protein	1722	1780	1881.05	615	777.598	699	15	21	61	729	974.102	862	81.246	63	53	72	42	12
BT_0199	fig|226186.12.peg.197	AAO75306	hypothetical protein	4232	4488.305	4972.144	1047	914.402	983	141	107	147	1491	1612.898	1795	1718.754	567	416	428	264	271
BT_0200	fig|226186.12.peg.198	AAO75307	ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	3860.173	4474.482	3971.804	3036.297	2691.53	2680	56	154	147	1962.97	2014.181	1992.114	186.681	123	35	179.885	111.353	81.799
BT_0201	fig|226186.12.peg.199	AAO75308	Histidinol dehydrogenase (EC 1.1.1.23)	3726.869	4326.149	3797.344	3518.197	3362.581	3468.064	295	426.089	472.393	2971.144	2925.205	2879.063	228.319	107	84	135.531	333.647	161.201
BT_0202	fig|226186.12.peg.200	AAO75309	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	776.394	799.838	759.925	857.506	805.876	1179	59	109.911	173.607	251.302	291.613	390.823	39	53	30	24.583	16	38
BT_0203	fig|226186.12.peg.201	AAO75310	Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	2027.999	2160.052	2056.996	2387	2236.206	2697	487	513	410	2342.687	2619.747	2182.173	434	199	156	225	454	215
BT_0204	fig|226186.12.peg.202	AAO75311	Protein tyrosine/serine phosphatase	219.001	237.524	196.004	155	241.794	175	4	15	0	89.313	65.253	79.427	42	0	16	25	27	18
BT_0205	fig|226186.12.peg.203	AAO75312	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	7536	8585	7767.005	3995	3889	3521	195	104	196	3136.04	3511	3711.276	491	153	98	109	230	339
BT_0206	fig|226186.12.peg.205	AAO75313	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	327	399	338	64	82	73	31	66	71	216	250	207	134	30	69	61	10	34
BT_0207	fig|226186.12.peg.206	AAO75314	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	62	57	41.003	9	0	29	0	14	0	21	15	5	17	0	0	16	1	17
BT_0208	fig|226186.12.peg.207	AAO75315	hypothetical protein	19	45	20	14	1	9	0	3	0	14	1	17	4	4	14	35	13	0
BT_0209	fig|226186.12.peg.208	AAO75316	hypothetical protein	102	92	62	57	36	23	8	7	0	45	50	68	15	7	21	13	28	24
BT_0210	fig|226186.12.peg.209	AAO75317	Leucine-rich repeat (LRR) protein	98	146	119	104	94	113	9	33	0	124	102	110	62	0	13	27	94	32
BT_0211	fig|226186.12.peg.210	AAO75318	hypothetical protein	108	110	78	73	62	95	16	26	0	120	105	125	77	24	50	21	33	0
BT_0212	fig|226186.12.peg.211	AAO75319	Subtilisin-like serine proteases	183	200	177	169	169	150	37	28	71	206	207	166	96	18	19	92	70.427	22
BT_0213	fig|226186.12.peg.212	AAO75320	hypothetical protein	40	50	20	24	8	43	8	22	42	42.071	53	39	6	0	0	19	2.573	0
BT_0214	fig|226186.12.peg.213	AAO75321	hypothetical protein	78	141	70	38	21	18	15	11	16	337.929	316	260	94	21	0	215	36	33
BT_0215		AAO75322		75704.528	88458.746	80541.707	41002.882	33862.011	42177	2100	1939	2260.953	10823.458	11567.767	13279.661	15604.807	4026	2780	1451.796	2887.986	2522
BT_0216	fig|226186.12.peg.215	AAO75323	Reverse rubrerythrin	53292.91	64069.289	50344.785	12386.118	11345.989	13232	7527	7879	7937.047	5501.343	6211.233	7440.339	12875.193	3736	3034	9030.207	3720.014	5574
BT_0217	fig|226186.12.peg.216	AAO75324	NADH oxidase	3956.893	5081.324	4058.143	4806	5130	4939	1898	2498	2073	5406.199	5765	4421	2331	758	569	2377.996	1143	1514
BT_0218	fig|226186.12.peg.217	AAO75325	Thioredoxin	687.06	1136.432	566	656	579	587	22	70	54	381	364	445	39	0	0	31	0	37
BT_0219	fig|226186.12.peg.218	AAO75326	Thioredoxin	444.94	739.054	274	322	311	282	21	0	0	119	126	124	1	0	0	2	15	0
BT_0220		AAO75327		0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	0
BT_0221	fig|226186.12.peg.220	AAO75328	ATPase	782.314	961.306	688.359	504.045	409.346	543.512	73	60	68	467.6	610.198	384.353	410.011	155	97	127	96	97.556
BT_0222	fig|226186.12.peg.221	AAO75329	hypothetical protein	757.686	1013.694	856.641	551.955	489.654	804.488	75	35	35	453.4	374.802	503.998	11.989	10	0	11	46	38.444
BT_0223	fig|226186.12.peg.222	AAO75330	"Two-component transcriptional response regulator, LuxR family"	628	589	502	173	128	112	10	30	10	249	192	253.649	48	0	0	45	37	27
BT_0224	fig|226186.12.peg.223	AAO75331	hypothetical protein	3025.934	3394.541	2678.477	1667.902	1520.007	1525	65	50	60	2434.202	2734.595	2040.018	99	38	23	91.487	296.483	133
BT_0225	fig|226186.12.peg.224	AAO75332	hypothetical protein	5150.691	5633.367	4847.082	3722.098	2288.015	5325	1134	1612	760	8731.441	13711.235	16700.859	6578	1001	879	756.513	2332.517	3166
BT_0226	fig|226186.12.peg.225	AAO75333	hypothetical protein	2297.277	3127.2	2014.66	1498.437	1082.118	916	4	24	65	416.312	408.083	433.005	16	0	24	52	59	0
BT_0227	fig|226186.12.peg.226	AAO75334	hypothetical protein	105321.545	125695.772	100761.236	38394.563	32706.86	39337	188	178	238	28878.335	31989.881	36349.181	344	40	91	143	350	284
BT_0228	fig|226186.12.peg.227	AAO75335	hypothetical protein	55	91	63	23	33	28	9	0	0	44	38	51	0	0	0	56	0	28
BT_0229	fig|226186.12.peg.228	AAO75336	hypothetical protein	57	82	85	24	24	42	6	0	17	64	64	51	4	0	0	6	0	0
BT_0230	fig|226186.12.peg.229	AAO75337	hypothetical protein	201.211	313	246.422	88	58	93	0	0	30	185.566	129	131	25	0	0	21	35	16
BT_0231	fig|226186.12.peg.230	AAO75338	excisionase	162.789	175	152.578	43	40	49	0	8	30	60.434	50	66	0	0	0	1	0	0
BT_0232	fig|226186.12.peg.231	AAO75339	putative protein involved in transposition	296	546	400	118	107	44	0	0	0	49	38	47	5	0	0	0	0	0
BT_0233	fig|226186.12.peg.232	AAO75340	Integrase	142	148	161	77	60	71	49	78	110	57.079	52	54	25	14	17	44	0	17
BT_0234	fig|226186.12.peg.233	AAO75341	Transposase	204	224	190	202	151	82	34	42	28	259.921	204	295	78	22	8	41	15	38
BT_0235	fig|226186.12.peg.234	AAO75342	hypothetical protein	11	14	22	35	27	27	36	18	9	61	65	62	57	0	0	23	49	0
BT_0236	fig|226186.12.peg.236	AAO75343	hypothetical protein	11053.916	12152.081	10680.907	5136.232	4346.083	5398	121	153	123	4239.158	4732	5032.721	282	43	69	217	184	227
BT_0237	fig|226186.12.peg.238	AAO75344	hypothetical protein	12344.033	13229.466	11547.981	9088.201	8166.917	9481	143	128	194	5039.34	5513.162	7142.596	274	103	59	130	292	167
BT_0238	fig|226186.12.peg.239	AAO75345	Putative arylsulfatase regulatory protein	5578.162	5815.122	5300.498	4455	4483	4241	117	85	154	2442.502	3020.837	3437.609	469	203	154	136	192	166
BT_0239	fig|226186.12.peg.240	AAO75346	hypothetical protein	11252.885	13636.436	12762.838	7367.048	5809.799	6043.825	682	1087	657	4803.458	4656.956	4974.92	4120.545	1517	787	1195	298	440
BT_0240	fig|226186.12.peg.241	AAO75347	TPR-repeat-containing protein	5076.029	6650.411	5707.392	991.952	666.201	547.175	1033	1261	1123	1360.777	1221.296	1152.097	3633.558	532	748	18411	1454	1304
BT_0241	fig|226186.12.peg.242	AAO75348	hypothetical protein	15840.489	16963.526	15847.373	13889.895	10105.315	12575	407	760.259	532	7404.616	7135.161	8909.6	1222.218	277	303	1372.637	736.668	983
BT_0242	fig|226186.12.peg.243	AAO75349	Putative polysaccharide deacetylase	23844.973	24690.493	19557.793	29180.105	22601.685	18328	8276	11699.741	7557	99556.281	149142.558	119696.809	87993.678	10999	11932	22904.363	32940.332	47951
BT_0243	fig|226186.12.peg.244	AAO75350	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	6190.258	7846	6665.543	2894	2339	2901	151	155	174	2505	1945	2460	204	81	24	64	197	118
BT_0244	fig|226186.12.peg.245	AAO75351	Exonuclease SbcD	2673	2470	2771	5759	4000	5992	3229	3091	2261	18937.8	19058.932	16925.283	7846	2584	2243	1907	3535	2730
BT_0245	fig|226186.12.peg.246	AAO75352	Exonuclease SbcC	2265.952	2005	2003	6228	4875	5861	1322	1562	1579	7457	7491	7654.988	3237	971	994	1087	1261	939
BT_0246	fig|226186.12.peg.247	AAO75353	Putative phosphoesterase	1287.456	1119	1219	792	547	873	17	12	13	1741.014	1274	1550	74	0	38	17	0	29
BT_0247	fig|226186.12.peg.248	AAO75354	hypothetical protein	1933.544	2281	2066.806	2290	1538	2681	69	43	7	3470	2818	3207.628	65	28	10	35	30	0
BT_0248	fig|226186.12.peg.249	AAO75355	RNA polymerase ECF-type sigma factor	1125.246	1444.7	1464.199	873	786.112	809	1	6	43	1249.113	1087.052	1704.784	46	54	26	62	8	29
BT_0249	fig|226186.12.peg.250	AAO75356	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	16117.636	19763.972	15865.73	27958.909	18315.946	27282.415	1029	1135	618	42898.256	36767.593	34060.637	416.339	223	151	465	269	79
BT_0250	fig|226186.12.peg.251	AAO75357	Dihydroorotase (EC 3.5.2.3)	8018.37	7828.927	7367.6	9329.369	8061.449	7081	432	626	528	9838.255	10142.496	10458.827	2079.366	647	629	466	771.192	961
BT_0251	fig|226186.12.peg.252	AAO75358	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)	6593.307	7375.472	6845.29	8062.721	6468.992	7037	220	285	384	7532.522	6777.577	6898.537	912.296	384	332	330	374.808	311
BT_0252	fig|226186.12.peg.253	AAO75359	Transcription-repair coupling factor	16032.466	17625.028	15524.778	9920	8328	10067	1488	1284	1315	13795.729	16063	13938.692	1715	750	833	1363	1261	1219
BT_0253	fig|226186.12.peg.254	AAO75360	hypothetical protein	3176.124	4276.461	3737	579	383	337	41	49	107	403.08	429.929	444.529	406	126	61	374	90	121
BT_0254	fig|226186.12.peg.255	AAO75361	UPF0313 [4Fe-4S] protein YgiQ	3879.001	4003.003	3507.832	3067	2274	2329	302	447	327	2764.167	2654	2797	1025	328	198	304	244	284
BT_0255	fig|226186.12.peg.256	AAO75362	hypothetical protein	242.922	227.657	181.916	92	58	66	94	104.311	75	95.536	127.687	110.691	43	7	17	92.596	0	42
BT_0256	fig|226186.12.peg.257	AAO75363	hypothetical protein	988.078	1174.541	1046.084	158	115	171	73	43.689	51	288.464	182.313	242.309	178	115	33	35.404	57	42
BT_0257	fig|226186.12.peg.258	AAO75364	Xanthan lyase	3472.202	3797	3157	13875	12781	10461	1350	1515	1723	12986.768	12964.192	13396	2025	455	503	1726	594	444
BT_0258	fig|226186.12.peg.259	AAO75365	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	41399.089	57427.99	35798.971	44893	38826.096	47376	4766	4667	4602	29865.271	35063.118	34937.679	3505	2055	1753	2130	2287	2197
BT_0259	fig|226186.12.peg.260	AAO75366	putative amidohydrolase	7809.036	9418.678	7690.017	5455	4458.198	5687	782	1096	826	16964.774	11720.998	10573	1359	463	266	995	2170	791
BT_0260	fig|226186.12.peg.261	AAO75367	Acyltransferase family protein	25608.01	24762.716	26569.986	11035.556	7968.87	11803.018	1118	1613	1549	11254.794	8188.612	10658.359	2283.387	715	660	1532.253	2247	1426.013
BT_0261	fig|226186.12.peg.262	AAO75368	hypothetical protein	4096.501	5136.832	3980.247	970.444	858.932	694	202	186	122	772.614	695.388	909.781	661.613	272	214	476.747	147	223.987
BT_0262	fig|226186.12.peg.263	AAO75369	hypothetical protein	8	9	5	0	7	6	0	0	0	16	12	10	12	0	0	0	0	9
BT_0263	fig|226186.12.peg.264	AAO75370	hypothetical protein	68	87	64	53	34	37	28	53	23	76.002	71	46	57	35	41	358	113	18
BT_0264	fig|226186.12.peg.265	AAO75371	hypothetical protein	48	55	39	27	50	12	28	50	0	44	48	42	109	1	47	78	47	7
BT_0265	fig|226186.12.peg.266	AAO75372	hypothetical protein	36	63	33	17	5	8	13	10	15	26	12	21	2	0	22	56	10	0
BT_0266	fig|226186.12.peg.267	AAO75373	hypothetical protein	35	34	30	9	11	2	19	10	0	23	7	13	0	0	0	21	0	10
BT_0267	fig|226186.12.peg.269	AAO75374	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	3519.422	5069.273	3447.363	1378	1283	855	308	287	488	1971.944	1667	1821	1144	214	285	4280	660	409
BT_0268	fig|226186.12.peg.270	AAO75375	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	343.007	379.622	346	109	109	56	38	54	40	92	136	131	111	68	29	142	54	56
BT_0269	fig|226186.12.peg.271	AAO75376	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	101	142.378	109	47	50	36	0	0	11	84	64	66	39	11	19	12	39	0
BT_0270	fig|226186.12.peg.272	AAO75377	hypothetical protein	57.453	58.938	38	1	2	9	6	4	0	4	1	10	12	0	4	45	13	12
BT_0271	fig|226186.12.peg.273	AAO75378	hypothetical protein	43.547	68.062	51	6	29	10	6	0	10	6	5	15	18	0	0	5	16	0
BT_0272	fig|226186.12.peg.274	AAO75379	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	255	223	190	76	52	115	35	42	9	150	117	128	135	0	5	137	74	18
BT_0273	fig|226186.12.peg.275	AAO75380	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	127	120	75	30	29	24	0	0	0	55	61	61	7	0	0	16	1	0
BT_0274	fig|226186.12.peg.276	AAO75381	hypothetical protein	24.809	20	22	3	8	0	0	0	0	6	15	3	2	0	0	1	0	0
BT_0275	fig|226186.12.peg.277	AAO75382	hypothetical protein	62.191	102	55	268	215	312	27	20	42	363	337	372	33	11	8	2	19	6
BT_0276	fig|226186.12.peg.278	AAO75383	hypothetical protein	134	94.023	111.625	192.276	192.262	213	31.609	40.732	11	364.053	341.024	312.188	91.609	13.763	20	70.218	71.748	79.233
BT_0277	fig|226186.12.peg.279	AAO75384	hypothetical protein	91	135.977	107.375	214.724	238.738	151	13.391	18.268	8	355.947	305.976	369.963	92.391	10.237	46	60.672	78.252	62.767
BT_0278	fig|226186.12.peg.280	AAO75385	hypothetical protein	105	115	100	96	78	42	0	28	0	119	133	133.849	110	37	0	37.109	0	0
BT_0279	fig|226186.12.peg.281	AAO75386	hypothetical protein	24	16	10	3	0	0	0	0	0	4	0	4	3	0	0	1	0	0
BT_0280	fig|226186.12.peg.282	AAO75387	Transposase	415	496	432	162	173	155	316	265	266	193	180	157	267	56	194	226	139	134
BT_0281	fig|226186.12.peg.283	AAO75388	Putative DNA-binding protein	425	422	361	98	71	121	0	21	37	58	65	100	21	26	0	31	0	23
BT_0282	fig|226186.12.peg.284	AAO75389	Putative helicase	34	66	26	50	68	47	74	85	96	71	81	78	413	105	91	181	131	138
BT_0283		AAO75390		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_0284	fig|226186.12.peg.285	AAO75391	hypothetical protein	535	655	599	388	265	282	518	641	642	660	783	601	4977.723	1518	1227	6953	4415	2874
BT_0285	fig|226186.12.peg.286	AAO75392	MotA/TolQ/ExbB proton channel family protein	412.305	444.804	376.702	410.484	428	369.897	95	110	135	1081	1137.923	1005.386	932.268	241.773	273	324	285	330
BT_0286		AAO75393		44.722	47.196	52.301	66.516	91.358	69.103	6	11	29	70.661	66.565	73.182	64.009	39.227	0	0	77	0
BT_0287		AAO75394		53.973	46	44.998	41	27.642	91	15	16	9	32.454	17.724	29.433	10.523	0	0	20	0	45
BT_0288	fig|226186.12.peg.287	AAO75395	hypothetical protein	107	144	112	131	110	134	123	98	223	194.885	207.788	206	105.477	29	34	107	110	20
BT_0289	fig|226186.12.peg.288	AAO75396	hypothetical protein	1066	1384	1017	1104	967	772	1024	1259	1638	387	281	351	2572	764	471	7069	548	554
BT_0290	fig|226186.12.peg.289	AAO75397	beta-galactosidase precursor	280	395	313	624	577	529	235	237	402	870	1124.054	1007	534	182	39	371	184	114
BT_0291	fig|226186.12.peg.290	AAO75398	hypothetical protein	183	255	207	299	214	304	0	3	13	463	446	489	130	35	0	19	20	0
BT_0292	fig|226186.12.peg.291	AAO75399	hypothetical protein	272	300	308	34	59	42	45	21	0	26	38	43	44	19	10	44	0	5
BT_0293	fig|226186.12.peg.292	AAO75400	hypothetical protein	103.567	118	108	29	25	58	8	0	0	39	43	36	28	13	8	20	0	15
BT_0294	fig|226186.12.peg.293	AAO75401	hypothetical protein	91.433	125	126	15	20	15	46	30	13	35	34	51	69	0	0	102	39	27
BT_0295	fig|226186.12.peg.294	AAO75402	ATPase component of general energizing module of ECF transporters	16056.849	20987.4	20273.749	6076.158	4704	5079.985	131	257	109	4755.844	3996.902	3732.475	711.272	189	309.557	220	526	175
BT_0296	fig|226186.12.peg.295	AAO75403	putative xanthan lyase XalB precursor	3874.949	4090.142	3142.929	346.842	306	333.015	94	120	119	471.156	433.098	522.525	645.728	78	83.443	438	77	173
BT_0297	fig|226186.12.peg.296	AAO75404	putative outer membrane lipoprotein silC precursor	1023.318	1114.316	823.925	26	28	30	12	27	0	69	53	82	24.982	21	15	26	31	14.012
BT_0298	fig|226186.12.peg.297	AAO75405	"CzcABC family efflux RND transporter, membrane fusion protein"	340.592	395.921	339.858	17	31	27	0	0	20	40	27	32	24.018	0	7	18	16	15.988
BT_0299	fig|226186.12.peg.298	AAO75406	"RND efflux system, inner membrane transporter"	1188.09	1021.36	1175.217	201	145	188	19	78	21	339.423	404	364	198	47	36	126	99	82
BT_0300	fig|226186.12.peg.299	AAO75407	"RND efflux system, inner membrane transporter"	984.892	776.627	748	214	262	222	11	75	48	672.577	711.889	542	153	57	60	43	81	91
BT_0301	fig|226186.12.peg.300	AAO75408	FIG00898163: hypothetical protein	121.108	120.804	120	40	47	57	17	14	0	95	99.111	92	30	20	0	10	10	0
BT_0302	fig|226186.12.peg.301	AAO75409	hypothetical protein	124	155	107	58	39	63	10	0	0	215	196	143	13	0	3	18	52	0
BT_0303	fig|226186.12.peg.302	AAO75410	putative patatin-like phospholipase	7049.412	10636.117	6478.005	4990	3993	4835	55	100	176	4663	3996	4070	113	33	13	24	134	66
BT_0304	fig|226186.12.peg.303	AAO75411	"RND efflux system, membrane fusion protein"	3178.109	4692.191	3259.439	4021	3434	4046	2170	2607	2250	9924.234	9631.333	10029.532	3279.283	801	832	6396.599	2870.837	2445.988
BT_0305	fig|226186.12.peg.304	AAO75412	"RND efflux system, inner membrane transporter"	3585.28	4035.437	3220.05	7596.962	6189	8608.665	3222	3633.339	3804.406	13919.776	13874.852	13329.638	4512.715	1160	1206	5103.798	2521.163	2899.012
BT_0306	fig|226186.12.peg.305	AAO75413	"Efflux transport system, outer membrane factor (OMF) lipoprotein"	764.985	755.372	724.555	1553.145	1417	1894.335	415	748.661	718.594	2206.298	2320.228	2488.665	1347.002	377	419	1136.791	973	702
BT_0307	fig|226186.12.peg.306	AAO75414	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	69353.918	80876.746	67326.783	20949.893	18321	23433	2416	2924	2238	24675.727	27002.356	25819.844	4509	1057	1294	2936.811	3073	3022
